"33","Bryan Singer","Drama | Thriller | War","Tom Cruise","Bill Nighy","Carice van Houten","121 mins.","7.1"
"34","David Wain","Comedy","Paul Rudd","Seann William Scott","Elizabeth Banks","99 mins.","6.9"
"35","Roger Donaldson","Crime | Drama | Thriller","Jason Statham","Saffron Burrows","Stephen Campbell Moore","111 mins.","7.3"
"36","Charlie Kaufman","Comedy | Drama","Philip Seymour Hoffman","Samantha Morton","Michelle Williams","124 mins.","7.4"
"37","Gurinder Chadha","Comedy | Drama","Georgia Groome","Aaron Taylor-Johnson","Karen Taylor","100 mins.","6.4"
"38","Gus Van Sant","Biography | Drama | History","Sean Penn","Josh Brolin","Emile Hirsch","128 mins.","7.6"
"39","Rian Johnson","Adventure | Comedy | Drama | Romance","Rachel Weisz","Adrien Brody","Mark Ruffalo","114 mins.","6.9"
"40","Roland Emmerich","Action | Adventure | Drama | Fantasy | History","Camilla Belle","Steven Strait","Marco Khan","109 mins.","5.1"
"41","Tom Vaughan","Comedy | Romance","Cameron Diaz","Ashton Kutcher","Rob Corddry","99 mins.","6.1"
"42","Marcel Langenegger","Crime | Drama | Mystery | Thriller","Hugh Jackman","Ewan McGregor","Michelle Williams","107 mins.","6.0"
"43","Darren Aronofsky","Drama | Sport","Mickey Rourke","Marisa Tomei","Evan Rachel Wood","109 mins.","7.9"
"44","Steve McQueen","Biography | Drama","Stuart Graham","Laine Megaw","Brian Milligan","96 mins.","7.6"
"45","Iain Softley","Adventure | Family | Fantasy","Brendan Fraser","Andy Serkis","Eliza Bennett","106 mins.","6.1"
"46","Gina Prince-Bythewood","Drama","Dakota Fanning","Jennifer Hudson","Queen Latifah","114 mins.","7.3"
"47","Pascal Laugier","Drama | Horror | Mystery","Morjana Alaoui","Mylène Jampanoï","Catherine Bégin","99 mins.","7.1"
"48","Edward Neumeier","Action | Adventure | Sci-Fi","Casper Van Dien","Jolene Blalock","Stephen Hogan","105 mins.","4.3"
"49","James Watkins","Horror | Thriller","Kelly Reilly","Michael Fassbender","Tara Ellis","91 mins.","6.8"
"50","D.J. Caruso","Action | Mystery | Thriller","Shia LaBeouf","Michelle Monaghan","Rosario Dawson","118 mins.","6.6"
"1","David Frankel","Comedy | Drama | Romance","Owen Wilson","Jennifer Aniston","Eric Dane","115 mins.","7.1"
"2","John Moore","Action | Crime | Drama | Mystery | Thriller","Mark Wahlberg","Mila Kunis","Beau Bridges","100 mins.","5.4"
"3","Justin Chadwick","Biography | Drama | History | Romance","Natalie Portman","Scarlett Johansson","Eric Bana","115 mins.","6.7"
"4","Fred Wolf","Comedy | Romance","Anna Faris","Colin Hanks","Emma Stone","97 mins.","5.5"
"5","Sylvester Stallone","Action | Thriller | War","Sylvester Stallone","Julie Benz","Matthew Marsden","92 mins.","7.1"
"6","Gabriele Muccino","Drama | Romance","Will Smith","Rosario Dawson","Woody Harrelson","123 mins.","7.7"
"7","Peter Berg","Action | Fantasy","Will Smith","Charlize Theron","Jason Bateman","92 mins.","6.4"
"8","David Koepp","Comedy | Drama | Fantasy | Romance","Ricky Gervais","Greg Kinnear","Téa Leoni","102 mins.","6.7"
"9","Scott Derrickson","Drama | Sci-Fi | Thriller","Keanu Reeves","Jennifer Connelly","Kathy Bates","104 mins.","5.5"
"10","Jeff Wadlow","Action | Drama | Sport","Sean Faris","Djimon Hounsou","Amber Heard","110 mins.","6.6"
"11","Robert Luketic","Crime | Drama | Thriller","Jim Sturgess","Kate Bosworth","Kevin Spacey","123 mins.","6.8"
"12","Mark Waters","Adventure | Family | Fantasy","Freddie Highmore","Sarah Bolger","David Strathairn","96 mins.","6.6"
"13","Nick Moore","Comedy | Drama | Romance","Emma Roberts","Aidan Quinn","Natasha Richardson","98 mins.","6.1"
"14","Bryan Bertino","Horror | Mystery | Thriller","Scott Speedman","Liv Tyler","Gemma Ward","86 mins.","6.2"
"15","Chris Carter","Drama | Mystery | Sci-Fi | Thriller","David Duchovny","Gillian Anderson","Billy Connolly","104 mins.","5.9"
"16","Edward Zwick","Action | Drama | History | Thriller | War","Daniel Craig","Liev Schreiber","Jamie Bell","137 mins.","7.2"
"17","Diane English","Comedy | Drama","Meg Ryan","Eva Mendes","Annette Bening","114 mins.","4.9"
"18","Dennis Dugan","Action | Comedy","Adam Sandler","John Turturro","Emmanuelle Chriqui","113 mins.","5.5"
"19","Sean Anders","Adventure | Comedy | Romance","Josh Zuckerman","Clark Duke","Amanda Crew","109 mins.","6.6"
"20","Jon M. Chu","Drama | Music | Musical | Romance","Robert Hoffman","Briana Evigan","Cassie Ventura","98 mins.","6.2"
"21","Peter Segal","Action | Adventure | Comedy","Steve Carell","Anne Hathaway","Alan Arkin","110 mins.","6.5"
"22","Guillermo del Toro","Action | Adventure | Fantasy | Horror | Sci-Fi","Ron Perlman","Selma Blair","Doug Jones","120 mins.","7.0"
"23","M. Night Shyamalan","Drama | Sci-Fi | Thriller","Mark Wahlberg","Zooey Deschanel","John Leguizamo","91 mins.","5.0"
"24","Tomas Alfredson","Drama | Horror | Romance","Kåre Hedebrant","Lina Leandersson","Per Ragnar","115 mins.","8.0"
"25","Adam Brooks","Comedy | Drama | Romance","Ryan Reynolds","Rachel Weisz","Abigail Breslin","112 mins.","7.2"
"26","Andy Tennant","Action | Adventure | Comedy | Romance | Thriller","Matthew McConaughey","Kate Hudson","Donald Sutherland","112 mins.","5.6"
"27","Peyton Reed","Comedy | Romance","Jim Carrey","Zooey Deschanel","Bradley Cooper","104 mins.","6.8"
"28","David Moreau","Drama | Horror | Thriller","Xavier Palud","Jessica Alba","Alessandro Nivola","98 mins.","5.4"
"29","Fatih Akin","Comedy | Drama | Romance","Yvan Attal","Shia LaBeouf","Natalie Portman","103 mins.","6.3"
"30","Baz Luhrmann","Adventure | Drama | Romance | War","Nicole Kidman","Hugh Jackman","Shea Adams","165 mins.","6.6"
"31","Hayao Miyazaki","Animation | Family | Fantasy","Cate Blanchett","Matt Damon","Liam Neeson","101 mins.","7.7"
"32","Bryan Singer","Drama | Thriller | War","Tom Cruise","Bill Nighy","Carice van Houten","121 mins.","7.1"
"33","David Wain","Comedy","Paul Rudd","Seann William Scott","Elizabeth Banks","99 mins.","6.9"
"34","Roger Donaldson","Crime | Drama | Thriller","Jason Statham","Saffron Burrows","Stephen Campbell Moore","111 mins.","7.3"
"35","Charlie Kaufman","Comedy | Drama","Philip Seymour Hoffman","Samantha Morton","Michelle Williams","124 mins.","7.4"
"36","Gurinder Chadha","Comedy | Drama","Georgia Groome","Aaron Taylor-Johnson","Karen Taylor","100 mins.","6.4"
"37","Gus Van Sant","Biography | Drama | History","Sean Penn","Josh Brolin","Emile Hirsch","128 mins.","7.6"
"38","Rian Johnson","Adventure | Comedy | Drama | Romance","Rachel Weisz","Adrien Brody","Mark Ruffalo","114 mins.","6.9"
"39","Roland Emmerich","Action | Adventure | Drama | Fantasy | History","Camilla Belle","Steven Strait","Marco Khan","109 mins.","5.1"
"40","Tom Vaughan","Comedy | Romance","Cameron Diaz","Ashton Kutcher","Rob Corddry","99 mins.","6.1"
"41","Marcel Langenegger","Crime | Drama | Mystery | Thriller","Hugh Jackman","Ewan McGregor","Michelle Williams","107 mins.","6.0"
"42","Darren Aronofsky","Drama | Sport","Mickey Rourke","Marisa Tomei","Evan Rachel Wood","109 mins.","7.9"
"43","Steve McQueen","Biography | Drama","Stuart Graham","Laine Megaw","Brian Milligan","96 mins.","7.6"
"44","Iain Softley","Adventure | Family | Fantasy","Brendan Fraser","Andy Serkis","Eliza Bennett","106 mins.","6.1"
"45","Gina Prince-Bythewood","Drama","Dakota Fanning","Jennifer Hudson","Queen Latifah","114 mins.","7.3"
"46","Pascal Laugier","Drama | Horror | Mystery","Morjana Alaoui","Mylène Jampanoï","Catherine Bégin","99 mins.","7.1"
"47","Edward Neumeier","Action | Adventure | Sci-Fi","Casper Van Dien","Jolene Blalock","Stephen Hogan","105 mins.","4.3"
"48","James Watkins","Horror | Thriller","Kelly Reilly","Michael Fassbender","Tara Ellis","91 mins.","6.8"
"49","D.J. Caruso","Action | Mystery | Thriller","Shia LaBeouf","Michelle Monaghan","Rosario Dawson","118 mins.","6.6"
"50","Paul W.S. Anderson","Action | Sci-Fi | Thriller","Jason Statham","Joan Allen","Tyrese Gibson","105 mins.","6.4"
"1","John Moore","Action | Crime | Drama | Mystery | Thriller","Mark Wahlberg","Mila Kunis","Beau Bridges","100 mins.","5.4"
"2","Justin Chadwick","Biography | Drama | History | Romance","Natalie Portman","Scarlett Johansson","Eric Bana","115 mins.","6.7"
"3","Fred Wolf","Comedy | Romance","Anna Faris","Colin Hanks","Emma Stone","97 mins.","5.5"
"4","Sylvester Stallone","Action | Thriller | War","Sylvester Stallone","Julie Benz","Matthew Marsden","92 mins.","7.1"
"5","Gabriele Muccino","Drama | Romance","Will Smith","Rosario Dawson","Woody Harrelson","123 mins.","7.7"
"6","Peter Berg","Action | Fantasy","Will Smith","Charlize Theron","Jason Bateman","92 mins.","6.4"
"7","David Koepp","Comedy | Drama | Fantasy | Romance","Ricky Gervais","Greg Kinnear","Téa Leoni","102 mins.","6.7"
"8","Scott Derrickson","Drama | Sci-Fi | Thriller","Keanu Reeves","Jennifer Connelly","Kathy Bates","104 mins.","5.5"
"9","Jeff Wadlow","Action | Drama | Sport","Sean Faris","Djimon Hounsou","Amber Heard","110 mins.","6.6"
"10","Robert Luketic","Crime | Drama | Thriller","Jim Sturgess","Kate Bosworth","Kevin Spacey","123 mins.","6.8"
"11","Mark Waters","Adventure | Family | Fantasy","Freddie Highmore","Sarah Bolger","David Strathairn","96 mins.","6.6"
"12","Nick Moore","Comedy | Drama | Romance","Emma Roberts","Aidan Quinn","Natasha Richardson","98 mins.","6.1"
"13","Bryan Bertino","Horror | Mystery | Thriller","Scott Speedman","Liv Tyler","Gemma Ward","86 mins.","6.2"
"14","Chris Carter","Drama | Mystery | Sci-Fi | Thriller","David Duchovny","Gillian Anderson","Billy Connolly","104 mins.","5.9"
"15","Edward Zwick","Action | Drama | History | Thriller | War","Daniel Craig","Liev Schreiber","Jamie Bell","137 mins.","7.2"
"16","Diane English","Comedy | Drama","Meg Ryan","Eva Mendes","Annette Bening","114 mins.","4.9"
"17","Dennis Dugan","Action | Comedy","Adam Sandler","John Turturro","Emmanuelle Chriqui","113 mins.","5.5"
"18","Sean Anders","Adventure | Comedy | Romance","Josh Zuckerman","Clark Duke","Amanda Crew","109 mins.","6.6"
"19","Jon M. Chu","Drama | Music | Musical | Romance","Robert Hoffman","Briana Evigan","Cassie Ventura","98 mins.","6.2"
"20","Peter Segal","Action | Adventure | Comedy","Steve Carell","Anne Hathaway","Alan Arkin","110 mins.","6.5"
"21","Guillermo del Toro","Action | Adventure | Fantasy | Horror | Sci-Fi","Ron Perlman","Selma Blair","Doug Jones","120 mins.","7.0"
"22","M. Night Shyamalan","Drama | Sci-Fi | Thriller","Mark Wahlberg","Zooey Deschanel","John Leguizamo","91 mins.","5.0"
"23","Tomas Alfredson","Drama | Horror | Romance","Kåre Hedebrant","Lina Leandersson","Per Ragnar","115 mins.","8.0"
"24","Adam Brooks","Comedy | Drama | Romance","Ryan Reynolds","Rachel Weisz","Abigail Breslin","112 mins.","7.2"
"25","Andy Tennant","Action | Adventure | Comedy | Romance | Thriller","Matthew McConaughey","Kate Hudson","Donald Sutherland","112 mins.","5.6"
"26","Peyton Reed","Comedy | Romance","Jim Carrey","Zooey Deschanel","Bradley Cooper","104 mins.","6.8"
"27","David Moreau","Drama | Horror | Thriller","Xavier Palud","Jessica Alba","Alessandro Nivola","98 mins.","5.4"
"28","Fatih Akin","Comedy | Drama | Romance","Yvan Attal","Shia LaBeouf","Natalie Portman","103 mins.","6.3"
"29","Baz Luhrmann","Adventure | Drama | Romance | War","Nicole Kidman","Hugh Jackman","Shea Adams","165 mins.","6.6"
"30","Hayao Miyazaki","Animation | Family | Fantasy","Cate Blanchett","Matt Damon","Liam Neeson","101 mins.","7.7"
"31","Bryan Singer","Drama | Thriller | War","Tom Cruise","Bill Nighy","Carice van Houten","121 mins.","7.1"
"32","David Wain","Comedy","Paul Rudd","Seann William Scott","Elizabeth Banks","99 mins.","6.9"
"33","Roger Donaldson","Crime | Drama | Thriller","Jason Statham","Saffron Burrows","Stephen Campbell Moore","111 mins.","7.3"
"34","Charlie Kaufman","Comedy | Drama","Philip Seymour Hoffman","Samantha Morton","Michelle Williams","124 mins.","7.4"
"35","Gurinder Chadha","Comedy | Drama","Georgia Groome","Aaron Taylor-Johnson","Karen Taylor","100 mins.","6.4"
"36","Gus Van Sant","Biography | Drama | History","Sean Penn","Josh Brolin","Emile Hirsch","128 mins.","7.6"
"37","Rian Johnson","Adventure | Comedy | Drama | Romance","Rachel Weisz","Adrien Brody","Mark Ruffalo","114 mins.","6.9"
"38","Roland Emmerich","Action | Adventure | Drama | Fantasy | History","Camilla Belle","Steven Strait","Marco Khan","109 mins.","5.1"
"39","Tom Vaughan","Comedy | Romance","Cameron Diaz","Ashton Kutcher","Rob Corddry","99 mins.","6.1"
"40","Marcel Langenegger","Crime | Drama | Mystery | Thriller","Hugh Jackman","Ewan McGregor","Michelle Williams","107 mins.","6.0"
"41","Darren Aronofsky","Drama | Sport","Mickey Rourke","Marisa Tomei","Evan Rachel Wood","109 mins.","7.9"
"42","Steve McQueen","Biography | Drama","Stuart Graham","Laine Megaw","Brian Milligan","96 mins.","7.6"
"43","Iain Softley","Adventure | Family | Fantasy","Brendan Fraser","Andy Serkis","Eliza Bennett","106 mins.","6.1"
"44","Gina Prince-Bythewood","Drama","Dakota Fanning","Jennifer Hudson","Queen Latifah","114 mins.","7.3"
"45","Pascal Laugier","Drama | Horror | Mystery","Morjana Alaoui","Mylène Jampanoï","Catherine Bégin","99 mins.","7.1"
"46","Edward Neumeier","Action | Adventure | Sci-Fi","Casper Van Dien","Jolene Blalock","Stephen Hogan","105 mins.","4.3"
"47","James Watkins","Horror | Thriller","Kelly Reilly","Michael Fassbender","Tara Ellis","91 mins.","6.8"
"48","D.J. Caruso","Action | Mystery | Thriller","Shia LaBeouf","Michelle Monaghan","Rosario Dawson","118 mins.","6.6"
"49","Paul W.S. Anderson","Action | Sci-Fi | Thriller","Jason Statham","Joan Allen","Tyrese Gibson","105 mins.","6.4"
"50","Mathieu Kassovitz","Action | Adventure | Sci-Fi | Thriller","Vin Diesel","Michelle Yeoh","Mélanie Thierry","101 mins.","5.6"
"1","Justin Chadwick","Biography | Drama | History | Romance","Natalie Portman","Scarlett Johansson","Eric Bana","115 mins.","6.7"
"2","Fred Wolf","Comedy | Romance","Anna Faris","Colin Hanks","Emma Stone","97 mins.","5.5"
"3","Sylvester Stallone","Action | Thriller | War","Sylvester Stallone","Julie Benz","Matthew Marsden","92 mins.","7.1"
"4","Gabriele Muccino","Drama | Romance","Will Smith","Rosario Dawson","Woody Harrelson","123 mins.","7.7"
"5","Peter Berg","Action | Fantasy","Will Smith","Charlize Theron","Jason Bateman","92 mins.","6.4"
"6","David Koepp","Comedy | Drama | Fantasy | Romance","Ricky Gervais","Greg Kinnear","Téa Leoni","102 mins.","6.7"
"7","Scott Derrickson","Drama | Sci-Fi | Thriller","Keanu Reeves","Jennifer Connelly","Kathy Bates","104 mins.","5.5"
"8","Jeff Wadlow","Action | Drama | Sport","Sean Faris","Djimon Hounsou","Amber Heard","110 mins.","6.6"
"9","Robert Luketic","Crime | Drama | Thriller","Jim Sturgess","Kate Bosworth","Kevin Spacey","123 mins.","6.8"
"10","Mark Waters","Adventure | Family | Fantasy","Freddie Highmore","Sarah Bolger","David Strathairn","96 mins.","6.6"
"11","Nick Moore","Comedy | Drama | Romance","Emma Roberts","Aidan Quinn","Natasha Richardson","98 mins.","6.1"
"12","Bryan Bertino","Horror | Mystery | Thriller","Scott Speedman","Liv Tyler","Gemma Ward","86 mins.","6.2"
"13","Chris Carter","Drama | Mystery | Sci-Fi | Thriller","David Duchovny","Gillian Anderson","Billy Connolly","104 mins.","5.9"
"14","Edward Zwick","Action | Drama | History | Thriller | War","Daniel Craig","Liev Schreiber","Jamie Bell","137 mins.","7.2"
"15","Diane English","Comedy | Drama","Meg Ryan","Eva Mendes","Annette Bening","114 mins.","4.9"
"16","Dennis Dugan","Action | Comedy","Adam Sandler","John Turturro","Emmanuelle Chriqui","113 mins.","5.5"
"17","Sean Anders","Adventure | Comedy | Romance","Josh Zuckerman","Clark Duke","Amanda Crew","109 mins.","6.6"
"18","Jon M. Chu","Drama | Music | Musical | Romance","Robert Hoffman","Briana Evigan","Cassie Ventura","98 mins.","6.2"
"19","Peter Segal","Action | Adventure | Comedy","Steve Carell","Anne Hathaway","Alan Arkin","110 mins.","6.5"
"20","Guillermo del Toro","Action | Adventure | Fantasy | Horror | Sci-Fi","Ron Perlman","Selma Blair","Doug Jones","120 mins.","7.0"
"21","M. Night Shyamalan","Drama | Sci-Fi | Thriller","Mark Wahlberg","Zooey Deschanel","John Leguizamo","91 mins.","5.0"
"22","Tomas Alfredson","Drama | Horror | Romance","Kåre Hedebrant","Lina Leandersson","Per Ragnar","115 mins.","8.0"
"23","Adam Brooks","Comedy | Drama | Romance","Ryan Reynolds","Rachel Weisz","Abigail Breslin","112 mins.","7.2"
"24","Andy Tennant","Action | Adventure | Comedy | Romance | Thriller","Matthew McConaughey","Kate Hudson","Donald Sutherland","112 mins.","5.6"
"25","Peyton Reed","Comedy | Romance","Jim Carrey","Zooey Deschanel","Bradley Cooper","104 mins.","6.8"
"26","David Moreau","Drama | Horror | Thriller","Xavier Palud","Jessica Alba","Alessandro Nivola","98 mins.","5.4"
"27","Fatih Akin","Comedy | Drama | Romance","Yvan Attal","Shia LaBeouf","Natalie Portman","103 mins.","6.3"
"28","Baz Luhrmann","Adventure | Drama | Romance | War","Nicole Kidman","Hugh Jackman","Shea Adams","165 mins.","6.6"
"29","Hayao Miyazaki","Animation | Family | Fantasy","Cate Blanchett","Matt Damon","Liam Neeson","101 mins.","7.7"
"30","Bryan Singer","Drama | Thriller | War","Tom Cruise","Bill Nighy","Carice van Houten","121 mins.","7.1"
"31","David Wain","Comedy","Paul Rudd","Seann William Scott","Elizabeth Banks","99 mins.","6.9"
"32","Roger Donaldson","Crime | Drama | Thriller","Jason Statham","Saffron Burrows","Stephen Campbell Moore","111 mins.","7.3"
"33","Charlie Kaufman","Comedy | Drama","Philip Seymour Hoffman","Samantha Morton","Michelle Williams","124 mins.","7.4"
"34","Gurinder Chadha","Comedy | Drama","Georgia Groome","Aaron Taylor-Johnson","Karen Taylor","100 mins.","6.4"
"35","Gus Van Sant","Biography | Drama | History","Sean Penn","Josh Brolin","Emile Hirsch","128 mins.","7.6"
"36","Rian Johnson","Adventure | Comedy | Drama | Romance","Rachel Weisz","Adrien Brody","Mark Ruffalo","114 mins.","6.9"
"37","Roland Emmerich","Action | Adventure | Drama | Fantasy | History","Camilla Belle","Steven Strait","Marco Khan","109 mins.","5.1"
"38","Tom Vaughan","Comedy | Romance","Cameron Diaz","Ashton Kutcher","Rob Corddry","99 mins.","6.1"
"39","Marcel Langenegger","Crime | Drama | Mystery | Thriller","Hugh Jackman","Ewan McGregor","Michelle Williams","107 mins.","6.0"
"40","Darren Aronofsky","Drama | Sport","Mickey Rourke","Marisa Tomei","Evan Rachel Wood","109 mins.","7.9"
"41","Steve McQueen","Biography | Drama","Stuart Graham","Laine Megaw","Brian Milligan","96 mins.","7.6"
"42","Iain Softley","Adventure | Family | Fantasy","Brendan Fraser","Andy Serkis","Eliza Bennett","106 mins.","6.1"
"43","Gina Prince-Bythewood","Drama","Dakota Fanning","Jennifer Hudson","Queen Latifah","114 mins.","7.3"
"44","Pascal Laugier","Drama | Horror | Mystery","Morjana Alaoui","Mylène Jampanoï","Catherine Bégin","99 mins.","7.1"
"45","Edward Neumeier","Action | Adventure | Sci-Fi","Casper Van Dien","Jolene Blalock","Stephen Hogan","105 mins.","4.3"
"46","James Watkins","Horror | Thriller","Kelly Reilly","Michael Fassbender","Tara Ellis","91 mins.","6.8"
"47","D.J. Caruso","Action | Mystery | Thriller","Shia LaBeouf","Michelle Monaghan","Rosario Dawson","118 mins.","6.6"
"48","Paul W.S. Anderson","Action | Sci-Fi | Thriller","Jason Statham","Joan Allen","Tyrese Gibson","105 mins.","6.4"
"49","Mathieu Kassovitz","Action | Adventure | Sci-Fi | Thriller","Vin Diesel","Michelle Yeoh","Mélanie Thierry","101 mins.","5.6"
"50","Michael McCullers","Comedy | Romance","Tina Fey","Amy Poehler","Sigourney Weaver","99 mins.","6.0"
"1","Fred Wolf","Comedy | Romance","Anna Faris","Colin Hanks","Emma Stone","97 mins.","5.5"
"2","Sylvester Stallone","Action | Thriller | War","Sylvester Stallone","Julie Benz","Matthew Marsden","92 mins.","7.1"
"3","Gabriele Muccino","Drama | Romance","Will Smith","Rosario Dawson","Woody Harrelson","123 mins.","7.7"
"4","Peter Berg","Action | Fantasy","Will Smith","Charlize Theron","Jason Bateman","92 mins.","6.4"
"5","David Koepp","Comedy | Drama | Fantasy | Romance","Ricky Gervais","Greg Kinnear","Téa Leoni","102 mins.","6.7"
"6","Scott Derrickson","Drama | Sci-Fi | Thriller","Keanu Reeves","Jennifer Connelly","Kathy Bates","104 mins.","5.5"
"7","Jeff Wadlow","Action | Drama | Sport","Sean Faris","Djimon Hounsou","Amber Heard","110 mins.","6.6"
"8","Robert Luketic","Crime | Drama | Thriller","Jim Sturgess","Kate Bosworth","Kevin Spacey","123 mins.","6.8"
"9","Mark Waters","Adventure | Family | Fantasy","Freddie Highmore","Sarah Bolger","David Strathairn","96 mins.","6.6"
"10","Nick Moore","Comedy | Drama | Romance","Emma Roberts","Aidan Quinn","Natasha Richardson","98 mins.","6.1"
"11","Bryan Bertino","Horror | Mystery | Thriller","Scott Speedman","Liv Tyler","Gemma Ward","86 mins.","6.2"
"12","Chris Carter","Drama | Mystery | Sci-Fi | Thriller","David Duchovny","Gillian Anderson","Billy Connolly","104 mins.","5.9"
"13","Edward Zwick","Action | Drama | History | Thriller | War","Daniel Craig","Liev Schreiber","Jamie Bell","137 mins.","7.2"
"14","Diane English","Comedy | Drama","Meg Ryan","Eva Mendes","Annette Bening","114 mins.","4.9"
"15","Dennis Dugan","Action | Comedy","Adam Sandler","John Turturro","Emmanuelle Chriqui","113 mins.","5.5"
"16","Sean Anders","Adventure | Comedy | Romance","Josh Zuckerman","Clark Duke","Amanda Crew","109 mins.","6.6"
"17","Jon M. Chu","Drama | Music | Musical | Romance","Robert Hoffman","Briana Evigan","Cassie Ventura","98 mins.","6.2"
"18","Peter Segal","Action | Adventure | Comedy","Steve Carell","Anne Hathaway","Alan Arkin","110 mins.","6.5"
"19","Guillermo del Toro","Action | Adventure | Fantasy | Horror | Sci-Fi","Ron Perlman","Selma Blair","Doug Jones","120 mins.","7.0"
"20","M. Night Shyamalan","Drama | Sci-Fi | Thriller","Mark Wahlberg","Zooey Deschanel","John Leguizamo","91 mins.","5.0"
"21","Tomas Alfredson","Drama | Horror | Romance","Kåre Hedebrant","Lina Leandersson","Per Ragnar","115 mins.","8.0"
"22","Adam Brooks","Comedy | Drama | Romance","Ryan Reynolds","Rachel Weisz","Abigail Breslin","112 mins.","7.2"
"23","Andy Tennant","Action | Adventure | Comedy | Romance | Thriller","Matthew McConaughey","Kate Hudson","Donald Sutherland","112 mins.","5.6"
"24","Peyton Reed","Comedy | Romance","Jim Carrey","Zooey Deschanel","Bradley Cooper","104 mins.","6.8"
"25","David Moreau","Drama | Horror | Thriller","Xavier Palud","Jessica Alba","Alessandro Nivola","98 mins.","5.4"
"26","Fatih Akin","Comedy | Drama | Romance","Yvan Attal","Shia LaBeouf","Natalie Portman","103 mins.","6.3"
"27","Baz Luhrmann","Adventure | Drama | Romance | War","Nicole Kidman","Hugh Jackman","Shea Adams","165 mins.","6.6"
"28","Hayao Miyazaki","Animation | Family | Fantasy","Cate Blanchett","Matt Damon","Liam Neeson","101 mins.","7.7"
"29","Bryan Singer","Drama | Thriller | War","Tom Cruise","Bill Nighy","Carice van Houten","121 mins.","7.1"
"30","David Wain","Comedy","Paul Rudd","Seann William Scott","Elizabeth Banks","99 mins.","6.9"
"31","Roger Donaldson","Crime | Drama | Thriller","Jason Statham","Saffron Burrows","Stephen Campbell Moore","111 mins.","7.3"
"32","Charlie Kaufman","Comedy | Drama","Philip Seymour Hoffman","Samantha Morton","Michelle Williams","124 mins.","7.4"
"33","Gurinder Chadha","Comedy | Drama","Georgia Groome","Aaron Taylor-Johnson","Karen Taylor","100 mins.","6.4"
"34","Gus Van Sant","Biography | Drama | History","Sean Penn","Josh Brolin","Emile Hirsch","128 mins.","7.6"
"35","Rian Johnson","Adventure | Comedy | Drama | Romance","Rachel Weisz","Adrien Brody","Mark Ruffalo","114 mins.","6.9"
"36","Roland Emmerich","Action | Adventure | Drama | Fantasy | History","Camilla Belle","Steven Strait","Marco Khan","109 mins.","5.1"
"37","Tom Vaughan","Comedy | Romance","Cameron Diaz","Ashton Kutcher","Rob Corddry","99 mins.","6.1"
"38","Marcel Langenegger","Crime | Drama | Mystery | Thriller","Hugh Jackman","Ewan McGregor","Michelle Williams","107 mins.","6.0"
"39","Darren Aronofsky","Drama | Sport","Mickey Rourke","Marisa Tomei","Evan Rachel Wood","109 mins.","7.9"
"40","Steve McQueen","Biography | Drama","Stuart Graham","Laine Megaw","Brian Milligan","96 mins.","7.6"
"41","Iain Softley","Adventure | Family | Fantasy","Brendan Fraser","Andy Serkis","Eliza Bennett","106 mins.","6.1"
"42","Gina Prince-Bythewood","Drama","Dakota Fanning","Jennifer Hudson","Queen Latifah","114 mins.","7.3"
"43","Pascal Laugier","Drama | Horror | Mystery","Morjana Alaoui","Mylène Jampanoï","Catherine Bégin","99 mins.","7.1"
"44","Edward Neumeier","Action | Adventure | Sci-Fi","Casper Van Dien","Jolene Blalock","Stephen Hogan","105 mins.","4.3"
"45","James Watkins","Horror | Thriller","Kelly Reilly","Michael Fassbender","Tara Ellis","91 mins.","6.8"
"46","D.J. Caruso","Action | Mystery | Thriller","Shia LaBeouf","Michelle Monaghan","Rosario Dawson","118 mins.","6.6"
"47","Paul W.S. Anderson","Action | Sci-Fi | Thriller","Jason Statham","Joan Allen","Tyrese Gibson","105 mins.","6.4"
"48","Mathieu Kassovitz","Action | Adventure | Sci-Fi | Thriller","Vin Diesel","Michelle Yeoh","Mélanie Thierry","101 mins.","5.6"
"49","Michael McCullers","Comedy | Romance","Tina Fey","Amy Poehler","Sigourney Weaver","99 mins.","6.0"
"50","Saul Dibb","Biography | Drama | History | Romance","Keira Knightley","Ralph Fiennes","Dominic Cooper","110 mins.","6.9"
"1","Sylvester Stallone","Action | Thriller | War","Sylvester Stallone","Julie Benz","Matthew Marsden","92 mins.","7.1"
"2","Gabriele Muccino","Drama | Romance","Will Smith","Rosario Dawson","Woody Harrelson","123 mins.","7.7"
"3","Peter Berg","Action | Fantasy","Will Smith","Charlize Theron","Jason Bateman","92 mins.","6.4"
"4","David Koepp","Comedy | Drama | Fantasy | Romance","Ricky Gervais","Greg Kinnear","Téa Leoni","102 mins.","6.7"
"5","Scott Derrickson","Drama | Sci-Fi | Thriller","Keanu Reeves","Jennifer Connelly","Kathy Bates","104 mins.","5.5"
"6","Jeff Wadlow","Action | Drama | Sport","Sean Faris","Djimon Hounsou","Amber Heard","110 mins.","6.6"
"7","Robert Luketic","Crime | Drama | Thriller","Jim Sturgess","Kate Bosworth","Kevin Spacey","123 mins.","6.8"
"8","Mark Waters","Adventure | Family | Fantasy","Freddie Highmore","Sarah Bolger","David Strathairn","96 mins.","6.6"
"9","Nick Moore","Comedy | Drama | Romance","Emma Roberts","Aidan Quinn","Natasha Richardson","98 mins.","6.1"
