"37","Wolfgang Petersen","Action | Adventure | Drama | Thriller","Richard Dreyfuss","Kurt Russell","Emmy Rossum","98 mins.","5.6"
"38","Alexandre Aja","Horror | Thriller","Ted Levine","Kathleen Quinlan","Dan Byrd","107 mins.","6.4"
"39","Robert De Niro","Drama | History | Thriller","Matt Damon","Angelina Jolie","Robert De Niro","167 mins.","6.7"
"40","Stephen Frears","Biography | Drama","Helen Mirren","Michael Sheen","James Cromwell","103 mins.","7.4"
"41","Darren Aronofsky","Drama | Sci-Fi","Hugh Jackman","Rachel Weisz","Sean Patrick Thomas","96 mins.","7.3"
"42","Ericson Core","Biography | Drama | Sport","Mark Wahlberg","Greg Kinnear","Elizabeth Banks","105 mins.","7.1"
"43","Tony Scott","Action | Sci-Fi | Thriller","Denzel Washington","Paula Patton","Jim Caviezel","126 mins.","7.0"
"44","Renny Harlin","Action | Fantasy | Horror | Thriller","Steven Strait","Sebastian Stan","Toby Hemingway","97 mins.","5.3"
"45","Peyton Reed","Comedy | Drama | Romance","Jennifer Aniston","Vince Vaughn","Jon Favreau","106 mins.","5.8"
"46","Paul McGuigan","Crime | Drama | Mystery | Thriller","Josh Hartnett","Ben Kingsley","Morgan Freeman","110 mins.","7.8"
"47","Catherine Hardwicke","Drama | Family","Keisha Castle-Hughes","Shohreh Aghdashloo","Oscar Isaac","101 mins.","6.7"
"48","Tarsem Singh","Adventure | Drama | Fantasy","Lee Pace","Catinca Untaru","Justine Waddell","117 mins.","7.9"
"49","Steve Pink","Comedy","Justin Long","Jonah Hill","Blake Lively","93 mins.","6.5"
"50","David R. Ellis","Action | Thriller","Samuel L. Jackson","Julianna Margulies","Nathan Phillips","105 mins.","5.6"
"1","Nicholaus Goossen","Comedy","Allen Covert","Linda Cardellini","Shirley Jones","94 mins.","7.0"
"2","Bryan Singer","Action | Adventure | Fantasy | Sci-Fi","Brandon Routh","Kevin Spacey","Kate Bosworth","154 mins.","6.1"
"3","Jonathan Dayton","Comedy | Drama","Valerie Faris","Steve Carell","Toni Collette","101 mins.","7.9"
"4","Guillermo del Toro","Drama | Fantasy | War","Ivana Baquero","Ariadna Gil","Sergi López","118 mins.","8.2"
"5","Mel Gibson","Action | Adventure | Drama | Thriller","Gerardo Taracena","Raoul Max Trujillo","Dalia Hernández","139 mins.","7.8"
"6","Florian Henckel von Donnersmarck","Drama | Thriller","Ulrich Mühe","Martina Gedeck","Sebastian Koch","137 mins.","8.5"
"7","Spike Lee","Crime | Drama | Mystery | Thriller","Denzel Washington","Clive Owen","Jodie Foster","129 mins.","7.6"
"8","Ridley Scott","Comedy | Drama | Romance","Russell Crowe","Abbie Cornish","Albert Finney","117 mins.","6.9"
"9","Frank Coraci","Comedy | Drama | Fantasy | Romance","Adam Sandler","Kate Beckinsale","Christopher Walken","107 mins.","6.4"
"10","Edward Zwick","Adventure | Drama | Thriller","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","143 mins.","8.0"
"11","Shawn Levy","Action | Adventure | Comedy | Family | Fantasy","Ben Stiller","Carla Gugino","Ricky Gervais","108 mins.","6.4"
"12","Andrew Davis","Action | Adventure | Drama","Kevin Costner","Ashton Kutcher","Sela Ward","139 mins.","6.8"
"13","Stefen Fangmeier","Action | Adventure | Family | Fantasy","Ed Speleers","Sienna Guillory","Jeremy Irons","104 mins.","5.1"
"14","Anne Fletcher","Crime | Drama | Music | Romance","Channing Tatum","Jenna Dewan Tatum","Damaine Radcliff","104 mins.","6.5"
"15","Alejandro González Iñárritu","Drama","Brad Pitt","Cate Blanchett","Gael García Bernal","143 mins.","7.5"
"16","Brett Ratner","Action | Adventure | Sci-Fi | Thriller","Patrick Stewart","Hugh Jackman","Halle Berry","104 mins.","6.8"
"17","George Miller","Animation | Comedy | Family | Music","Warren Coleman","Elijah Wood","Brittany Murphy","108 mins.","6.5"
"18","Alfonso Cuarón","Drama | Sci-Fi | Thriller","Julianne Moore","Clive Owen","Chiwetel Ejiofor","109 mins.","7.9"
"19","Neil Burger","Drama | Mystery | Romance | Thriller","Edward Norton","Jessica Biel","Paul Giamatti","110 mins.","7.6"
"20","Justin Lin","Action | Crime | Drama | Thriller","Lucas Black","Zachery Ty Bryan","Shad Moss","104 mins.","6.0"
"21","Andy Fickman","Comedy | Romance","Amanda Bynes","Laura Ramsey","Channing Tatum","105 mins.","6.4"
"22","Gabriele Muccino","Biography | Drama","Will Smith","Thandie Newton","Jaden Smith","117 mins.","7.9"
"23","David Bowers","Animation | Adventure | Comedy | Family","Sam Fell","Hugh Jackman","Kate Winslet","85 mins.","6.7"
"24","Jessica Bendinger","Comedy | Drama | Sport","Missy Peregrym","Jeff Bridges","Vanessa Lengies","103 mins.","6.4"
"25","Betty Thomas","Comedy | Romance","Jesse Metcalfe","Ashanti","Arielle Kebbel","89 mins.","5.8"
"26","Larry Charles","Comedy","Sacha Baron Cohen","Ken Davitian","Luenell","84 mins.","7.3"
"27","Tom Tykwer","Crime | Drama | Fantasy","Ben Whishaw","Dustin Hoffman","Alan Rickman","147 mins.","7.5"
"28","Joe Carnahan","Action | Crime | Drama | Thriller","Jeremy Piven","Ryan Reynolds","Ray Liotta","109 mins.","6.7"
"29","Adam McKay","Action | Comedy | Sport","Will Ferrell","John C. Reilly","Sacha Baron Cohen","108 mins.","6.6"
"30","Sofia Coppola","Biography | Drama | History","Kirsten Dunst","Jason Schwartzman","Rip Torn","123 mins.","6.4"
"31","Frank Marshall","Adventure | Drama | Family","Paul Walker","Jason Biggs","Bruce Greenwood","120 mins.","7.3"
"32","Nick Cassavetes","Biography | Crime | Drama","Emile Hirsch","Justin Timberlake","Anton Yelchin","122 mins.","6.9"
"33","Mike Judge","Adventure | Comedy | Sci-Fi | Thriller","Luke Wilson","Maya Rudolph","Dax Shepard","84 mins.","6.5"
"34","Michael Lembeck","Adventure | Comedy | Family | Fantasy","Tim Allen","Martin Short","Elizabeth Mitchell","97 mins.","4.6"
"35","Christophe Gans","Horror | Mystery","Radha Mitchell","Laurie Holden","Sean Bean","125 mins.","6.6"
"36","Wolfgang Petersen","Action | Adventure | Drama | Thriller","Richard Dreyfuss","Kurt Russell","Emmy Rossum","98 mins.","5.6"
"37","Alexandre Aja","Horror | Thriller","Ted Levine","Kathleen Quinlan","Dan Byrd","107 mins.","6.4"
"38","Robert De Niro","Drama | History | Thriller","Matt Damon","Angelina Jolie","Robert De Niro","167 mins.","6.7"
"39","Stephen Frears","Biography | Drama","Helen Mirren","Michael Sheen","James Cromwell","103 mins.","7.4"
"40","Darren Aronofsky","Drama | Sci-Fi","Hugh Jackman","Rachel Weisz","Sean Patrick Thomas","96 mins.","7.3"
"41","Ericson Core","Biography | Drama | Sport","Mark Wahlberg","Greg Kinnear","Elizabeth Banks","105 mins.","7.1"
"42","Tony Scott","Action | Sci-Fi | Thriller","Denzel Washington","Paula Patton","Jim Caviezel","126 mins.","7.0"
"43","Renny Harlin","Action | Fantasy | Horror | Thriller","Steven Strait","Sebastian Stan","Toby Hemingway","97 mins.","5.3"
"44","Peyton Reed","Comedy | Drama | Romance","Jennifer Aniston","Vince Vaughn","Jon Favreau","106 mins.","5.8"
"45","Paul McGuigan","Crime | Drama | Mystery | Thriller","Josh Hartnett","Ben Kingsley","Morgan Freeman","110 mins.","7.8"
"46","Catherine Hardwicke","Drama | Family","Keisha Castle-Hughes","Shohreh Aghdashloo","Oscar Isaac","101 mins.","6.7"
"47","Tarsem Singh","Adventure | Drama | Fantasy","Lee Pace","Catinca Untaru","Justine Waddell","117 mins.","7.9"
"48","Steve Pink","Comedy","Justin Long","Jonah Hill","Blake Lively","93 mins.","6.5"
"49","David R. Ellis","Action | Thriller","Samuel L. Jackson","Julianna Margulies","Nathan Phillips","105 mins.","5.6"
"50","David Zucker","Comedy | Horror","Anna Faris","Regina Hall","Craig Bierko","83 mins.","5.1"
"1","Bryan Singer","Action | Adventure | Fantasy | Sci-Fi","Brandon Routh","Kevin Spacey","Kate Bosworth","154 mins.","6.1"
"2","Jonathan Dayton","Comedy | Drama","Valerie Faris","Steve Carell","Toni Collette","101 mins.","7.9"
"3","Guillermo del Toro","Drama | Fantasy | War","Ivana Baquero","Ariadna Gil","Sergi López","118 mins.","8.2"
"4","Mel Gibson","Action | Adventure | Drama | Thriller","Gerardo Taracena","Raoul Max Trujillo","Dalia Hernández","139 mins.","7.8"
"5","Florian Henckel von Donnersmarck","Drama | Thriller","Ulrich Mühe","Martina Gedeck","Sebastian Koch","137 mins.","8.5"
"6","Spike Lee","Crime | Drama | Mystery | Thriller","Denzel Washington","Clive Owen","Jodie Foster","129 mins.","7.6"
"7","Ridley Scott","Comedy | Drama | Romance","Russell Crowe","Abbie Cornish","Albert Finney","117 mins.","6.9"
"8","Frank Coraci","Comedy | Drama | Fantasy | Romance","Adam Sandler","Kate Beckinsale","Christopher Walken","107 mins.","6.4"
"9","Edward Zwick","Adventure | Drama | Thriller","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","143 mins.","8.0"
"10","Shawn Levy","Action | Adventure | Comedy | Family | Fantasy","Ben Stiller","Carla Gugino","Ricky Gervais","108 mins.","6.4"
"11","Andrew Davis","Action | Adventure | Drama","Kevin Costner","Ashton Kutcher","Sela Ward","139 mins.","6.8"
"12","Stefen Fangmeier","Action | Adventure | Family | Fantasy","Ed Speleers","Sienna Guillory","Jeremy Irons","104 mins.","5.1"
"13","Anne Fletcher","Crime | Drama | Music | Romance","Channing Tatum","Jenna Dewan Tatum","Damaine Radcliff","104 mins.","6.5"
"14","Alejandro González Iñárritu","Drama","Brad Pitt","Cate Blanchett","Gael García Bernal","143 mins.","7.5"
"15","Brett Ratner","Action | Adventure | Sci-Fi | Thriller","Patrick Stewart","Hugh Jackman","Halle Berry","104 mins.","6.8"
"16","George Miller","Animation | Comedy | Family | Music","Warren Coleman","Elijah Wood","Brittany Murphy","108 mins.","6.5"
"17","Alfonso Cuarón","Drama | Sci-Fi | Thriller","Julianne Moore","Clive Owen","Chiwetel Ejiofor","109 mins.","7.9"
"18","Neil Burger","Drama | Mystery | Romance | Thriller","Edward Norton","Jessica Biel","Paul Giamatti","110 mins.","7.6"
"19","Justin Lin","Action | Crime | Drama | Thriller","Lucas Black","Zachery Ty Bryan","Shad Moss","104 mins.","6.0"
"20","Andy Fickman","Comedy | Romance","Amanda Bynes","Laura Ramsey","Channing Tatum","105 mins.","6.4"
"21","Gabriele Muccino","Biography | Drama","Will Smith","Thandie Newton","Jaden Smith","117 mins.","7.9"
"22","David Bowers","Animation | Adventure | Comedy | Family","Sam Fell","Hugh Jackman","Kate Winslet","85 mins.","6.7"
"23","Jessica Bendinger","Comedy | Drama | Sport","Missy Peregrym","Jeff Bridges","Vanessa Lengies","103 mins.","6.4"
"24","Betty Thomas","Comedy | Romance","Jesse Metcalfe","Ashanti","Arielle Kebbel","89 mins.","5.8"
"25","Larry Charles","Comedy","Sacha Baron Cohen","Ken Davitian","Luenell","84 mins.","7.3"
"26","Tom Tykwer","Crime | Drama | Fantasy","Ben Whishaw","Dustin Hoffman","Alan Rickman","147 mins.","7.5"
"27","Joe Carnahan","Action | Crime | Drama | Thriller","Jeremy Piven","Ryan Reynolds","Ray Liotta","109 mins.","6.7"
"28","Adam McKay","Action | Comedy | Sport","Will Ferrell","John C. Reilly","Sacha Baron Cohen","108 mins.","6.6"
"29","Sofia Coppola","Biography | Drama | History","Kirsten Dunst","Jason Schwartzman","Rip Torn","123 mins.","6.4"
"30","Frank Marshall","Adventure | Drama | Family","Paul Walker","Jason Biggs","Bruce Greenwood","120 mins.","7.3"
"31","Nick Cassavetes","Biography | Crime | Drama","Emile Hirsch","Justin Timberlake","Anton Yelchin","122 mins.","6.9"
"32","Mike Judge","Adventure | Comedy | Sci-Fi | Thriller","Luke Wilson","Maya Rudolph","Dax Shepard","84 mins.","6.5"
"33","Michael Lembeck","Adventure | Comedy | Family | Fantasy","Tim Allen","Martin Short","Elizabeth Mitchell","97 mins.","4.6"
"34","Christophe Gans","Horror | Mystery","Radha Mitchell","Laurie Holden","Sean Bean","125 mins.","6.6"
"35","Wolfgang Petersen","Action | Adventure | Drama | Thriller","Richard Dreyfuss","Kurt Russell","Emmy Rossum","98 mins.","5.6"
"36","Alexandre Aja","Horror | Thriller","Ted Levine","Kathleen Quinlan","Dan Byrd","107 mins.","6.4"
"37","Robert De Niro","Drama | History | Thriller","Matt Damon","Angelina Jolie","Robert De Niro","167 mins.","6.7"
"38","Stephen Frears","Biography | Drama","Helen Mirren","Michael Sheen","James Cromwell","103 mins.","7.4"
"39","Darren Aronofsky","Drama | Sci-Fi","Hugh Jackman","Rachel Weisz","Sean Patrick Thomas","96 mins.","7.3"
"40","Ericson Core","Biography | Drama | Sport","Mark Wahlberg","Greg Kinnear","Elizabeth Banks","105 mins.","7.1"
"41","Tony Scott","Action | Sci-Fi | Thriller","Denzel Washington","Paula Patton","Jim Caviezel","126 mins.","7.0"
"42","Renny Harlin","Action | Fantasy | Horror | Thriller","Steven Strait","Sebastian Stan","Toby Hemingway","97 mins.","5.3"
"43","Peyton Reed","Comedy | Drama | Romance","Jennifer Aniston","Vince Vaughn","Jon Favreau","106 mins.","5.8"
"44","Paul McGuigan","Crime | Drama | Mystery | Thriller","Josh Hartnett","Ben Kingsley","Morgan Freeman","110 mins.","7.8"
"45","Catherine Hardwicke","Drama | Family","Keisha Castle-Hughes","Shohreh Aghdashloo","Oscar Isaac","101 mins.","6.7"
"46","Tarsem Singh","Adventure | Drama | Fantasy","Lee Pace","Catinca Untaru","Justine Waddell","117 mins.","7.9"
"47","Steve Pink","Comedy","Justin Long","Jonah Hill","Blake Lively","93 mins.","6.5"
"48","David R. Ellis","Action | Thriller","Samuel L. Jackson","Julianna Margulies","Nathan Phillips","105 mins.","5.6"
"49","David Zucker","Comedy | Horror","Anna Faris","Regina Hall","Craig Bierko","83 mins.","5.1"
"50","Kevin Macdonald","Biography | Drama | History","James McAvoy","Forest Whitaker","Gillian Anderson","121 mins.","7.7"
"1","Jonathan Dayton","Comedy | Drama","Valerie Faris","Steve Carell","Toni Collette","101 mins.","7.9"
"2","Guillermo del Toro","Drama | Fantasy | War","Ivana Baquero","Ariadna Gil","Sergi López","118 mins.","8.2"
"3","Mel Gibson","Action | Adventure | Drama | Thriller","Gerardo Taracena","Raoul Max Trujillo","Dalia Hernández","139 mins.","7.8"
"4","Florian Henckel von Donnersmarck","Drama | Thriller","Ulrich Mühe","Martina Gedeck","Sebastian Koch","137 mins.","8.5"
"5","Spike Lee","Crime | Drama | Mystery | Thriller","Denzel Washington","Clive Owen","Jodie Foster","129 mins.","7.6"
"6","Ridley Scott","Comedy | Drama | Romance","Russell Crowe","Abbie Cornish","Albert Finney","117 mins.","6.9"
"7","Frank Coraci","Comedy | Drama | Fantasy | Romance","Adam Sandler","Kate Beckinsale","Christopher Walken","107 mins.","6.4"
"8","Edward Zwick","Adventure | Drama | Thriller","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","143 mins.","8.0"
"9","Shawn Levy","Action | Adventure | Comedy | Family | Fantasy","Ben Stiller","Carla Gugino","Ricky Gervais","108 mins.","6.4"
"10","Andrew Davis","Action | Adventure | Drama","Kevin Costner","Ashton Kutcher","Sela Ward","139 mins.","6.8"
"11","Stefen Fangmeier","Action | Adventure | Family | Fantasy","Ed Speleers","Sienna Guillory","Jeremy Irons","104 mins.","5.1"
"12","Anne Fletcher","Crime | Drama | Music | Romance","Channing Tatum","Jenna Dewan Tatum","Damaine Radcliff","104 mins.","6.5"
"13","Alejandro González Iñárritu","Drama","Brad Pitt","Cate Blanchett","Gael García Bernal","143 mins.","7.5"
"14","Brett Ratner","Action | Adventure | Sci-Fi | Thriller","Patrick Stewart","Hugh Jackman","Halle Berry","104 mins.","6.8"
"15","George Miller","Animation | Comedy | Family | Music","Warren Coleman","Elijah Wood","Brittany Murphy","108 mins.","6.5"
"16","Alfonso Cuarón","Drama | Sci-Fi | Thriller","Julianne Moore","Clive Owen","Chiwetel Ejiofor","109 mins.","7.9"
"17","Neil Burger","Drama | Mystery | Romance | Thriller","Edward Norton","Jessica Biel","Paul Giamatti","110 mins.","7.6"
"18","Justin Lin","Action | Crime | Drama | Thriller","Lucas Black","Zachery Ty Bryan","Shad Moss","104 mins.","6.0"
"19","Andy Fickman","Comedy | Romance","Amanda Bynes","Laura Ramsey","Channing Tatum","105 mins.","6.4"
"20","Gabriele Muccino","Biography | Drama","Will Smith","Thandie Newton","Jaden Smith","117 mins.","7.9"
"21","David Bowers","Animation | Adventure | Comedy | Family","Sam Fell","Hugh Jackman","Kate Winslet","85 mins.","6.7"
"22","Jessica Bendinger","Comedy | Drama | Sport","Missy Peregrym","Jeff Bridges","Vanessa Lengies","103 mins.","6.4"
"23","Betty Thomas","Comedy | Romance","Jesse Metcalfe","Ashanti","Arielle Kebbel","89 mins.","5.8"
"24","Larry Charles","Comedy","Sacha Baron Cohen","Ken Davitian","Luenell","84 mins.","7.3"
"25","Tom Tykwer","Crime | Drama | Fantasy","Ben Whishaw","Dustin Hoffman","Alan Rickman","147 mins.","7.5"
"26","Joe Carnahan","Action | Crime | Drama | Thriller","Jeremy Piven","Ryan Reynolds","Ray Liotta","109 mins.","6.7"
"27","Adam McKay","Action | Comedy | Sport","Will Ferrell","John C. Reilly","Sacha Baron Cohen","108 mins.","6.6"
"28","Sofia Coppola","Biography | Drama | History","Kirsten Dunst","Jason Schwartzman","Rip Torn","123 mins.","6.4"
"29","Frank Marshall","Adventure | Drama | Family","Paul Walker","Jason Biggs","Bruce Greenwood","120 mins.","7.3"
"30","Nick Cassavetes","Biography | Crime | Drama","Emile Hirsch","Justin Timberlake","Anton Yelchin","122 mins.","6.9"
"31","Mike Judge","Adventure | Comedy | Sci-Fi | Thriller","Luke Wilson","Maya Rudolph","Dax Shepard","84 mins.","6.5"
"32","Michael Lembeck","Adventure | Comedy | Family | Fantasy","Tim Allen","Martin Short","Elizabeth Mitchell","97 mins.","4.6"
"33","Christophe Gans","Horror | Mystery","Radha Mitchell","Laurie Holden","Sean Bean","125 mins.","6.6"
"34","Wolfgang Petersen","Action | Adventure | Drama | Thriller","Richard Dreyfuss","Kurt Russell","Emmy Rossum","98 mins.","5.6"
"35","Alexandre Aja","Horror | Thriller","Ted Levine","Kathleen Quinlan","Dan Byrd","107 mins.","6.4"
"36","Robert De Niro","Drama | History | Thriller","Matt Damon","Angelina Jolie","Robert De Niro","167 mins.","6.7"
"37","Stephen Frears","Biography | Drama","Helen Mirren","Michael Sheen","James Cromwell","103 mins.","7.4"
"38","Darren Aronofsky","Drama | Sci-Fi","Hugh Jackman","Rachel Weisz","Sean Patrick Thomas","96 mins.","7.3"
"39","Ericson Core","Biography | Drama | Sport","Mark Wahlberg","Greg Kinnear","Elizabeth Banks","105 mins.","7.1"
"40","Tony Scott","Action | Sci-Fi | Thriller","Denzel Washington","Paula Patton","Jim Caviezel","126 mins.","7.0"
"41","Renny Harlin","Action | Fantasy | Horror | Thriller","Steven Strait","Sebastian Stan","Toby Hemingway","97 mins.","5.3"
"42","Peyton Reed","Comedy | Drama | Romance","Jennifer Aniston","Vince Vaughn","Jon Favreau","106 mins.","5.8"
"43","Paul McGuigan","Crime | Drama | Mystery | Thriller","Josh Hartnett","Ben Kingsley","Morgan Freeman","110 mins.","7.8"
"44","Catherine Hardwicke","Drama | Family","Keisha Castle-Hughes","Shohreh Aghdashloo","Oscar Isaac","101 mins.","6.7"
"45","Tarsem Singh","Adventure | Drama | Fantasy","Lee Pace","Catinca Untaru","Justine Waddell","117 mins.","7.9"
"46","Steve Pink","Comedy","Justin Long","Jonah Hill","Blake Lively","93 mins.","6.5"
"47","David R. Ellis","Action | Thriller","Samuel L. Jackson","Julianna Margulies","Nathan Phillips","105 mins.","5.6"
"48","David Zucker","Comedy | Horror","Anna Faris","Regina Hall","Craig Bierko","83 mins.","5.1"
"49","Kevin Macdonald","Biography | Drama | History","James McAvoy","Forest Whitaker","Gillian Anderson","121 mins.","7.7"
"50","Jared Hess","Comedy | Family | Sport","Jack Black","Ana de la Reguera","Héctor Jiménez","92 mins.","5.7"
"1","Guillermo del Toro","Drama | Fantasy | War","Ivana Baquero","Ariadna Gil","Sergi López","118 mins.","8.2"
"2","Mel Gibson","Action | Adventure | Drama | Thriller","Gerardo Taracena","Raoul Max Trujillo","Dalia Hernández","139 mins.","7.8"
"3","Florian Henckel von Donnersmarck","Drama | Thriller","Ulrich Mühe","Martina Gedeck","Sebastian Koch","137 mins.","8.5"
"4","Spike Lee","Crime | Drama | Mystery | Thriller","Denzel Washington","Clive Owen","Jodie Foster","129 mins.","7.6"
"5","Ridley Scott","Comedy | Drama | Romance","Russell Crowe","Abbie Cornish","Albert Finney","117 mins.","6.9"
"6","Frank Coraci","Comedy | Drama | Fantasy | Romance","Adam Sandler","Kate Beckinsale","Christopher Walken","107 mins.","6.4"
"7","Edward Zwick","Adventure | Drama | Thriller","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","143 mins.","8.0"
"8","Shawn Levy","Action | Adventure | Comedy | Family | Fantasy","Ben Stiller","Carla Gugino","Ricky Gervais","108 mins.","6.4"
"9","Andrew Davis","Action | Adventure | Drama","Kevin Costner","Ashton Kutcher","Sela Ward","139 mins.","6.8"
"10","Stefen Fangmeier","Action | Adventure | Family | Fantasy","Ed Speleers","Sienna Guillory","Jeremy Irons","104 mins.","5.1"
"11","Anne Fletcher","Crime | Drama | Music | Romance","Channing Tatum","Jenna Dewan Tatum","Damaine Radcliff","104 mins.","6.5"
"12","Alejandro González Iñárritu","Drama","Brad Pitt","Cate Blanchett","Gael García Bernal","143 mins.","7.5"
"13","Brett Ratner","Action | Adventure | Sci-Fi | Thriller","Patrick Stewart","Hugh Jackman","Halle Berry","104 mins.","6.8"
"14","George Miller","Animation | Comedy | Family | Music","Warren Coleman","Elijah Wood","Brittany Murphy","108 mins.","6.5"
"15","Alfonso Cuarón","Drama | Sci-Fi | Thriller","Julianne Moore","Clive Owen","Chiwetel Ejiofor","109 mins.","7.9"
"16","Neil Burger","Drama | Mystery | Romance | Thriller","Edward Norton","Jessica Biel","Paul Giamatti","110 mins.","7.6"
"17","Justin Lin","Action | Crime | Drama | Thriller","Lucas Black","Zachery Ty Bryan","Shad Moss","104 mins.","6.0"
"18","Andy Fickman","Comedy | Romance","Amanda Bynes","Laura Ramsey","Channing Tatum","105 mins.","6.4"
"19","Gabriele Muccino","Biography | Drama","Will Smith","Thandie Newton","Jaden Smith","117 mins.","7.9"
"20","David Bowers","Animation | Adventure | Comedy | Family","Sam Fell","Hugh Jackman","Kate Winslet","85 mins.","6.7"
"21","Jessica Bendinger","Comedy | Drama | Sport","Missy Peregrym","Jeff Bridges","Vanessa Lengies","103 mins.","6.4"
"22","Betty Thomas","Comedy | Romance","Jesse Metcalfe","Ashanti","Arielle Kebbel","89 mins.","5.8"
"23","Larry Charles","Comedy","Sacha Baron Cohen","Ken Davitian","Luenell","84 mins.","7.3"
"24","Tom Tykwer","Crime | Drama | Fantasy","Ben Whishaw","Dustin Hoffman","Alan Rickman","147 mins.","7.5"
"25","Joe Carnahan","Action | Crime | Drama | Thriller","Jeremy Piven","Ryan Reynolds","Ray Liotta","109 mins.","6.7"
"26","Adam McKay","Action | Comedy | Sport","Will Ferrell","John C. Reilly","Sacha Baron Cohen","108 mins.","6.6"
"27","Sofia Coppola","Biography | Drama | History","Kirsten Dunst","Jason Schwartzman","Rip Torn","123 mins.","6.4"
"28","Frank Marshall","Adventure | Drama | Family","Paul Walker","Jason Biggs","Bruce Greenwood","120 mins.","7.3"
"29","Nick Cassavetes","Biography | Crime | Drama","Emile Hirsch","Justin Timberlake","Anton Yelchin","122 mins.","6.9"
"30","Mike Judge","Adventure | Comedy | Sci-Fi | Thriller","Luke Wilson","Maya Rudolph","Dax Shepard","84 mins.","6.5"
"31","Michael Lembeck","Adventure | Comedy | Family | Fantasy","Tim Allen","Martin Short","Elizabeth Mitchell","97 mins.","4.6"
"32","Christophe Gans","Horror | Mystery","Radha Mitchell","Laurie Holden","Sean Bean","125 mins.","6.6"
"33","Wolfgang Petersen","Action | Adventure | Drama | Thriller","Richard Dreyfuss","Kurt Russell","Emmy Rossum","98 mins.","5.6"
"34","Alexandre Aja","Horror | Thriller","Ted Levine","Kathleen Quinlan","Dan Byrd","107 mins.","6.4"
"35","Robert De Niro","Drama | History | Thriller","Matt Damon","Angelina Jolie","Robert De Niro","167 mins.","6.7"
"36","Stephen Frears","Biography | Drama","Helen Mirren","Michael Sheen","James Cromwell","103 mins.","7.4"
"37","Darren Aronofsky","Drama | Sci-Fi","Hugh Jackman","Rachel Weisz","Sean Patrick Thomas","96 mins.","7.3"
"38","Ericson Core","Biography | Drama | Sport","Mark Wahlberg","Greg Kinnear","Elizabeth Banks","105 mins.","7.1"
"39","Tony Scott","Action | Sci-Fi | Thriller","Denzel Washington","Paula Patton","Jim Caviezel","126 mins.","7.0"
"40","Renny Harlin","Action | Fantasy | Horror | Thriller","Steven Strait","Sebastian Stan","Toby Hemingway","97 mins.","5.3"
"41","Peyton Reed","Comedy | Drama | Romance","Jennifer Aniston","Vince Vaughn","Jon Favreau","106 mins.","5.8"
"42","Paul McGuigan","Crime | Drama | Mystery | Thriller","Josh Hartnett","Ben Kingsley","Morgan Freeman","110 mins.","7.8"
"43","Catherine Hardwicke","Drama | Family","Keisha Castle-Hughes","Shohreh Aghdashloo","Oscar Isaac","101 mins.","6.7"
"44","Tarsem Singh","Adventure | Drama | Fantasy","Lee Pace","Catinca Untaru","Justine Waddell","117 mins.","7.9"
"45","Steve Pink","Comedy","Justin Long","Jonah Hill","Blake Lively","93 mins.","6.5"
"46","David R. Ellis","Action | Thriller","Samuel L. Jackson","Julianna Margulies","Nathan Phillips","105 mins.","5.6"
"47","David Zucker","Comedy | Horror","Anna Faris","Regina Hall","Craig Bierko","83 mins.","5.1"
"48","Kevin Macdonald","Biography | Drama | History","James McAvoy","Forest Whitaker","Gillian Anderson","121 mins.","7.7"
"49","Jared Hess","Comedy | Family | Sport","Jack Black","Ana de la Reguera","Héctor Jiménez","92 mins.","5.7"
"50","Todd Field","Drama | Romance","Kate Winslet","Jennifer Connelly","Patrick Wilson","136 mins.","7.6"
"1","Mel Gibson","Action | Adventure | Drama | Thriller","Gerardo Taracena","Raoul Max Trujillo","Dalia Hernández","139 mins.","7.8"
"2","Florian Henckel von Donnersmarck","Drama | Thriller","Ulrich Mühe","Martina Gedeck","Sebastian Koch","137 mins.","8.5"
"3","Spike Lee","Crime | Drama | Mystery | Thriller","Denzel Washington","Clive Owen","Jodie Foster","129 mins.","7.6"
"4","Ridley Scott","Comedy | Drama | Romance","Russell Crowe","Abbie Cornish","Albert Finney","117 mins.","6.9"
"5","Frank Coraci","Comedy | Drama | Fantasy | Romance","Adam Sandler","Kate Beckinsale","Christopher Walken","107 mins.","6.4"
"6","Edward Zwick","Adventure | Drama | Thriller","Leonardo DiCaprio","Djimon Hounsou","Jennifer Connelly","143 mins.","8.0"
"7","Shawn Levy","Action | Adventure | Comedy | Family | Fantasy","Ben Stiller","Carla Gugino","Ricky Gervais","108 mins.","6.4"
"8","Andrew Davis","Action | Adventure | Drama","Kevin Costner","Ashton Kutcher","Sela Ward","139 mins.","6.8"
"9","Stefen Fangmeier","Action | Adventure | Family | Fantasy","Ed Speleers","Sienna Guillory","Jeremy Irons","104 mins.","5.1"
"10","Anne Fletcher","Crime | Drama | Music | Romance","Channing Tatum","Jenna Dewan Tatum","Damaine Radcliff","104 mins.","6.5"
"11","Alejandro González Iñárritu","Drama","Brad Pitt","Cate Blanchett","Gael García Bernal","143 mins.","7.5"
